a_id,a_text,a_q_id,MB,MB15,JM,SL,num_annotators,num_ratings,num_ratings-1,maxvotes,random,True Label,AsRRN Prediction,SFRN Prediction
R_UawbgkpZaqjua8F_q2_b,"If the student successfully identifies the notes based on their sound then Carla would be determined as someone with a ""good ear for music""",q2_b,1.0,,1.0,0.0,3,2,1,2,0,1,0,1
R_ddrhTTch6jHAifD_q2_a,"You should not use statistic inference in this scenario because the frequency of correct responses will be different for each person based on genetic predisposition to pitch sensitivity. The definition of ""good ear for music"" is not clearly defined enough to show if her natural ability makes her more suseptible to accel in this area of testing. There is not a control to measure against in this experiment. A better alternative would be to measure Carla's progress over time in doing this experiment or compare her results with that of other students.",q2_a,1.0,,1.0,0.0,3,2,1,2,0,1,0,0
R_3siDtFsiVKwCcmJ_q3_b,"If the proportion of bad screens exceeded the proportion needed for the shipment to be sent back, then the shipment should be rejected and sent back in bulk.",q3_b,1.0,,2.0,1.0,3,2,1,2,0,1,0,0
R_3siDtFsiVKwCcmJ_q2_a,"We should not use statistical inference to determine whether Carla has a ""good ear for music"" because having a ""good ear for music"" is grey-area and can be one's own opinion.",q2_a,1.0,,1.0,0.0,3,2,1,2,0,1,0,0
R_3rUmCW2tg1QCFnk_q4_a,We don't have to use statistical inference because we know the value of the population. They are measuring every fish so we know the actual average.,q4_a,1.0,,0.0,1.0,3,2,1,2,0,1,0,0
R_3KAqMZMVdmLMd6q_q2_b,"I would randomly give students different notes in no particular order and if the students continually got the note right or wrong then I would decide whether or not this was a good method of note identification.If the student continued to get the randomized notes right, then I would assume that the student has a good ear for music.",q2_b,1.0,,1.0,0.0,3,2,1,2,0,1,0,1
R_3Jr8e0DIeLtMX2A_q4_a,Statistical inference should not be used to determine whether Mark or Dan is a better Walleye fisherman because the difference in fish length caught is due to other factors which most likely caused them to catch more or less large fish. It may be better for the fishermen to take a test comparing fishing knowledge rather than using statistical inference.,q4_a,0.0,,1.0,1.0,3,2,1,2,0,1,0,0
R_2vbTg1qoQsJUy7u_q4_b,"I would get the outcomes of different fish lengths and create a histogram for seperately for Mark and Dan. By doing so, we can see the trends in the graphs and determine which subject had the higher rate of catching the larger fish.",q4_b,1.0,,0.0,1.0,3,2,1,2,0,1,0,1
R_2Pe9I3Rxhndc7pQ_q3_a,This is already a big enough study that one may not have to use statistical inference.,q3_a,1.0,,0.0,1.0,3,2,1,2,0,1,0,0
R_28LE4NyOf0wpTW8_q2_b,you would need to calculate the probability of whether they got the notes right when they guessed and what the actual note is.,q2_b,1.0,,0.0,1.0,3,2,1,2,0,1,0,1
R_22YwZfKEz4dkvsz_q3_a,yes this is a prime example of why statistical inference can be used to help solve problems. you will be able to determine the exact percentage of tv screens that do not work.,q3_a,1.0,,1.0,0.0,3,2,1,2,0,1,0,0
R_1OjgYWnvatXH0dX_q2_b,A good way to determine if the student has a good ear or not would be with the use of a significance level.,q2_b,1.0,,0.0,1.0,3,2,1,2,0,1,0,0
R_1g60BgF2aUfqfTB_q2_a,"You should not use statistical inference in this scenario. The only way it could be used is if ""a good ear for music"" was defined as a number. For example, one could define it as being able to recognize 6/7 musical notes when played at random.",q2_a,2.0,,1.0,1.0,3,2,1,2,0,1,0,0
R_11ha0WwH6uMEOWR_q4_a,"Based on whether Mark or Dan had a higher rate of fish caught in a certain amount of time, statistical inference would help the two men figure out who is the better fisherman.",q4_a,1.0,,1.0,0.0,3,2,1,2,0,1,0,1
R_10SrCe5A99aS8Io_q3_b,What you would do is basically take a sample from the whole bulk and find out which ones are damaged or not. Then from there you compare the numbers and if shows that out of the sample shows about half or more damaged then return the whole bulk.,q3_b,1.0,,0.0,1.0,3,2,1,2,0,1,0,0
R_Xkecg9Jtm2t4bvz_q3_a,"Yes, you can draw a conclusion based on the number that are not working or not.",q3_a,,,1.0,1.0,2,1,0,2,0,1,0,0
R_XgZxV2ZPiDKWCLn_q3_b,"I would conduct a hypothesis test to determine whether to accept or reject the shipment of display screens. /  / 1.  I would take a random sample from the 150 display screens (following the 10% rule, I would take no more than 15 display screens from the population.  Let's take only 10, which would be 6.7%).  I would then test the sample to find the proportion of bad display screens.  For my hypothesis test, I would use an alpha-score of 0.05. /  / 2.  Before I continued on with the hypothesis test, I would double check the Success/Failure condition. /      n(p)=150(0.067)=10.05 /      n(1-p)=150(0.933)=148.95 /      Both of these values are greater than 10, so the Success/Failure condition is met. /  / 3.  I would determine my null and alternative hypothesis. /      Null hypothesis: p=0.05 /      Alternative hypothesis: p>0.05 /  / 4.  I would then find the sampling distribution of p-hat if the null hypothesis is true.  P-hat would be normally distributed if all the conditions are met.  I would then use the mean (p-nought=0.05) to find the standard deviation (the square root of p(1-p)/n). /  / 5.  Once I have found the standard deviation, I can use that to determine the test statistic.  I can calculate the z-score by subtracting the p-hat from the p-nought, and then dividing that by the standard deviation.   /  / 6.  As soon as I have the z-score, I can go to the normal (or z) table and determine the p-value.  Once I have the P-value, I can then see how it compares to the alpha-score (0.05).   /      If the P-value is less than the alpha-score, I can reject the null hypothesis. /      If the P-value is greater than the alpha-score, I do not have enough evidence to reject the null hypothesis; I fail to reject it. /  / 7.  After determining whether or not to reject the null hypothesis, I would be able to conclude if more than 5% of the display screens are bad for the entire population of 150 display screens.  I would then be able to decide to reject or accept the shipment. /",q3_b,,,1.0,1.0,2,1,0,2,0,1,0,0
