a_id,a_text,a_q_id,MB,MB15,JM,SL,num_annotators,num_ratings,num_ratings-1,maxvotes,random,True Label,AsRRN Prediction,SFRN Prediction
R_2XasEcUnU3o3pPd_q3_a,"It should be used, the 5% should reveal whether the batch is bad or not because we infer that if that many out of 150 are bad, then they all are.",q3_a,0.0,,0.0,1.0,3,2,1,2,0,0,1,0
R_2f6ST76DzsSNu3m_q4_a,Statistical inference should not be used here. The average length of the fish they catch doesn't determine who a better fisherman is. If they wanted to know who had the highest average for fish lengths then I would suggest using statistical inference.,q4_a,1.0,,0.0,0.0,3,2,1,2,0,0,1,1
R_2Bsdca66eX1sB7s_q2_b,"I would decide whether a student has a good ear for music by running a a simple random survey.  This would be done by the same test that is going on, seeing which notes are missed and which are correct, and comparing this to see if it is easier to get a note correct if the prior one was correct or wrong.  For example if the first note was B and the next C, since C is chronologically after B it may be easier to recognize the note for C.",q2_b,0.0,,0.0,1.0,3,2,1,2,0,0,1,1
R_28LE4NyOf0wpTW8_q4_b,"Instead of recording the length of fish, they should record the number of fish caught each day. Then, they should find the average number of fish for each of their trip. To find the average, you could use the STAT function, enter the first brothers number of fish each day into the L1. Then you could press STAT again and scroll over to CALC and select 1-VARS STATS. X bar is the mean and record the first brothers mean, then clear L1 and repeat these steps, recording X bar for the second brother. Then compare the numbers",q4_b,1.0,,0.0,0.0,3,2,1,2,0,0,1,1
R_26gpxE1m7xovdaA_q3_a,Statistical inference should be used because you cannot inspect each TV in the bulk order to determine if 5% of the display screens are bad. This is not efficient.,q3_a,0.0,,0.0,1.0,3,2,1,2,0,0,1,0
R_1JOXCiX9jdkkoid_q2_b,"I would start with a table and determine how you are going to administer notes being heard. Single handed, at a random point in a song, what type of song, easy/ hard, etc. When the note hearing style is heart I would have them write which note they thought they heard. At the end of the experiment the researcher can tally up the results and put them in a graph/ table and analyze it.",q2_b,0.0,,0.0,1.0,3,2,1,2,0,0,1,1
R_1F8K5YVgEN1RRaK_q4_a,"Well we can, but we can make a simplier way to determine who is better fisherman by the amount of fish each catches.",q4_a,1.0,,0.0,0.0,3,2,1,2,0,0,1,1
R_1exZMlpLwxi7Rfp_q4_a,no. Mark and Dan are stupid. who cares who is the better fisherman?! furthermore statistical inference could be used to determine the difference of two means.,q4_a,1.0,,0.0,0.0,3,2,1,2,0,0,1,0
R_YPk4mDTJdJlAsuZ_q3_b,"If you need them now, then you should take the 145 working ones and if not then you should take the time to send them back and get the 150 working ones.",q3_b,0.0,,,0.0,2,1,0,2,0,0,1,0
R_YPk4mDTJdJlAsuZ_q2_a,"No, all you have to do is take the average.",q2_a,0.0,,,0.0,2,1,0,2,0,0,1,0
R_Xkecg9Jtm2t4bvz_q3_b,You come to a decision by gathering the data of how many work and how many don't and calculate the percentage of those that are not working.,q3_b,,,0.0,0.0,2,1,0,2,0,0,1,0
