a_id,a_text,a_q_id,MB,MB15,JM,SL,num_annotators,num_ratings,num_ratings-1,maxvotes,random,True Label,AsRRN Prediction,SFRN Prediction
R_3siDtFsiVKwCcmJ_q4_b,"To determine who is the better Walleye fisherman, we would take all of the amount caught over the two weeks and compare the measurements and sizes of each fish and the amount of Walleye caught in total. Whoever has a higher proportion in these two areas would be the better Walleye fisherman.",q4_b,0.0,,0.0,1.0,3,2,1,2,0,0,0,1
R_3dYurRTniIE1iIx_q4_b,You would add the amount of fish and divide it by the total length of the fish altogether.  Do this for each brother and the one with the better ratio on average is the better fisherman.,q4_b,1.0,,0.0,0.0,3,2,1,2,0,0,1,1
R_2zoLG9aI1FBHT1K_q3_b,"I would use a significance test and find the z score. I would take 5% of 150 and use that number for p and p must be greater than that value. I would then look at the z table and find the number that corresponds. Using the critical z value I would get that and compare it to the number on the z table. If the calculated number is more, I fail to reject the null and the order should be rejected.",q3_b,0.0,,0.0,1.0,3,2,1,2,0,0,0,1
R_2RXutsynoYrAHJ0_q4_b,"For this scenario, I would simply have the two fishermen come up with specific categories/events of fishing that they're ""better"" at. I would have each fisherman define ""better"". THEN I would proceed to using statistical inference.",q4_b,1.0,,0.0,0.0,3,2,1,2,0,0,0,1
R_2f6ST76DzsSNu3m_q4_a,Statistical inference should not be used here. The average length of the fish they catch doesn't determine who a better fisherman is. If they wanted to know who had the highest average for fish lengths then I would suggest using statistical inference.,q4_a,1.0,,0.0,0.0,3,2,1,2,0,0,1,1
R_2dJQZcGJNCDdWP1_q4_b,I would approach this problem by measuring the length of each fish. I would then create a stem and leaf plot to easily show which fisherman had more fish of long length.,q4_b,0.0,,0.0,1.0,3,2,1,2,0,0,0,1
R_2Bsdca66eX1sB7s_q2_b,"I would decide whether a student has a good ear for music by running a a simple random survey.  This would be done by the same test that is going on, seeing which notes are missed and which are correct, and comparing this to see if it is easier to get a note correct if the prior one was correct or wrong.  For example if the first note was B and the next C, since C is chronologically after B it may be easier to recognize the note for C.",q2_b,0.0,,0.0,1.0,3,2,1,2,0,0,1,1
R_2BnyWHnX6siji9f_q4_b,"If the brothers were to agree that one or two variables make them the better fisherman, than this could be tested. If the brothers agreed that the person who catches more fish on multiple days is the better fisherman, then if the same equipment lures bait and location are taken into account then this hypothesis could be tested.",q4_b,1.0,,0.0,0.0,3,2,1,2,0,0,0,1
R_28LE4NyOf0wpTW8_q4_b,"Instead of recording the length of fish, they should record the number of fish caught each day. Then, they should find the average number of fish for each of their trip. To find the average, you could use the STAT function, enter the first brothers number of fish each day into the L1. Then you could press STAT again and scroll over to CALC and select 1-VARS STATS. X bar is the mean and record the first brothers mean, then clear L1 and repeat these steps, recording X bar for the second brother. Then compare the numbers",q4_b,1.0,,0.0,0.0,3,2,1,2,0,0,1,1
R_1OjgYWnvatXH0dX_q4_b,I would compare their p-value,q4_b,1.0,,0.0,0.0,3,2,1,2,0,0,0,1
R_1JOXCiX9jdkkoid_q2_b,"I would start with a table and determine how you are going to administer notes being heard. Single handed, at a random point in a song, what type of song, easy/ hard, etc. When the note hearing style is heart I would have them write which note they thought they heard. At the end of the experiment the researcher can tally up the results and put them in a graph/ table and analyze it.",q2_b,0.0,,0.0,1.0,3,2,1,2,0,0,1,1
R_1g60BgF2aUfqfTB_q4_a,"It would be difficult to use statistical inference in this scenario to determine whether Mark or Dan was the better Walleye fisherman. In order to do so, every factor such as bait, current, geographic features, feeding patterns of the fish, time,  etc. would need to be constant. One could determine who the better fisherman was by determining who caught the biggest fish. However, It would be hard to determine because even if time was constant in each trial, the number of fish caught would vary.",q4_a,0.0,,1.0,0.0,3,2,1,2,0,0,0,1
R_1F8K5YVgEN1RRaK_q4_a,"Well we can, but we can make a simplier way to determine who is better fisherman by the amount of fish each catches.",q4_a,1.0,,0.0,0.0,3,2,1,2,0,0,1,1
