a_id,a_text,a_q_id,MB,MB15,JM,SL,num_annotators,num_ratings,num_ratings-1,maxvotes,random,True Label,AsRRN Prediction,SFRN Prediction
R_ukoLhTpZAz7aeIx_q4_a,"Yes, because there could be separate populations, as there are separate areas that the fish reside. The area in which they are fishing depending on the weather and current of the water, feeding patterns, etc need to be noted, as well as the time of day and length of fishing event, in order to determine who would most likely catch the most. There are many factors to be taken into account before jumping into this problem.",q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_p0F9tEDSzE8p5Id_q3_a,No it should not be used,q3_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_OjJj1pshs75HNkd_q4_a,"Yes, Statistical inference should be used to determine who is the better fishermen. It should be used in this scenario because to determine who is better, one needs to see who catches more fish.",q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_OHDpXXS48HwjgsN_q2_b,"I would first identify a group of students who are said to have a ""good ear for music"" and run through the note identification test with each of them separately. I would make sure that each student was given an identical test, with the same number of notes played and in the same order for each student. After running the trials with each of the students with good ears I would turn the data into an average of the number of correct responses obtain by those with good ears and use this number as a baseline criteria for testing whether or not a student has a good ear for music. I would also calculate the standard deviation between the number of correct responses. I would then run the same test on the students who don't know whether they do or don't have a good ear for music and compare their number or correct responses to the baseline number obtained from the previous tests on the students with good ears for music. If their number of responses was equal to or above this number, or within the standard deviation then it would be determined that they have a good ear for music.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_Oa1GILZ0zjG3P6p_q4_b,You can record all the measurements of the fish they caught and find the average of each brother. The brother who caught the biggest fish is the better fisherman.,q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_Oa1GILZ0zjG3P6p_q4_a,Yes. They can see who caught the biggest fish.,q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_Oa1GILZ0zjG3P6p_q3_a,No.,q3_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_ddrhTTch6jHAifD_q4_b,You could compare the average length of each of their catches and their fishing habits. The one with more and larger fish is the better fisherman.,q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_ddrhTTch6jHAifD_q4_a,Statistical inference should be used in this situation because there are controlled condititions. You can test the methods of each brother to see what they did differently. You could also predict which one would be better based on the overall knowledge of each brother.,q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_ddrhTTch6jHAifD_q2_b,"To determine whether the student has a good ear for music using this method, you would first have to gather data about how many notes the average person gets correct when tested. Then you would compare that number with Carla's test results. There are going to be outliers in this experiment because 1% of the populaton is born with the ability to know these pitches without any training. If Carla performed better than average on her frequency of correct responses than the data of the average person, then you could state that Carla has a ""good ear for music""",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_8iVkPUHhGaqYupX_q4_a,Yes you should use Statistical inference.  You would have to have multiple samples.  As a fisherman myself I know certain lakes are pains to catch fish on certain days of the week.  Plus they are on different lakes.,q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_6u0AG0QLZtjNc1v_q4_a,"Yes, I should statistical inference be used to determine whether Mark or Dan is a better Walleye fisherman. The recorded data can be used to analyzed to find out who is a better fisherman.",q4_a,,1.0,1.0,1.0,3,1,0,3,0,1,1,1
R_6u0AG0QLZtjNc1v_q2_b,I would record a column for when she got the answer correct and a column for when she answered the question wrong. Then I would interpret the results by dividing the number correct out of the number total of notes she heard in the study.,q2_b,,1.0,1.0,1.0,3,1,0,3,0,1,1,1
R_6RktEQMK2li2kVP_q4_b,"I would first compare the average lengths of each fish caught by each brother to see who caught bigger fish. I would then compare their fishing habits (i.e. bait used, where they fished, etc) to see what differences there were.",q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_6RktEQMK2li2kVP_q2_b,"I would calculate how many times she was correct and find the percentage equivalent to that. To do so, I would divide the total number of notes she was asked to identify by the number of notes that she got correct and multiply this value by 100. I would assess if she has a good ear for music by using a standard grading system (i.e. 90%-100% is an A, 80-89.9% is a B, etc.).",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_5sRfaZdvPUL8RmF_q2_b,"I would give each student at least ten trials and figure out the median notes indentified in the classroom students that found themselves above the IQR would be considered ""good ear"".",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_5sRfaZdvPUL8RmF_q2_a,yes,q2_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_54rp3Ziy4Qot1xX_q4_a,Yes you can use statistical inference by taking a random sample from the fish Mark caught and the fish Dan caught. Based on that it can be decided who caught the largest fish overall.,q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_54rp3Ziy4Qot1xX_q2_b,I would make sure that the test of hearing is conducted often enough in order to be have a large enough sample size. For example 100 times. You can see what percentage of the time she is right and according to that percentage determine whether she has a good ear for music.  / In order to prevent learning the notes should be played randomly.,q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3t3zXXa9AqP3uLz_q4_a,In this scenario statistical inference should be used because there is sufficient underlying properties and data.,q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3siDtFsiVKwCcmJ_q4_a,We could use statistical inference to determine who is the better Walleye fisherman by the results of their fishing trip.,q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3siDtFsiVKwCcmJ_q2_b,"To determine if one has a ""good ear for music"" using statistics, one would have to guess a certain amount of notes correctly out of the total.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3rUmCW2tg1QCFnk_q4_b,We can just compare the average length of fish for Mark compared to Dan. You will also need to look at the number of fish caught to make sure your average is a true representation of the fishermen.,q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3rUmCW2tg1QCFnk_q2_b,"You could randomly hit notes and have her say the note. You would need to define what ""good ear"" actually means. Does it mean that she needs to get 75% correct? Once that is done you can test her and then if she meets the minimum she has a good ear.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3rSsapLCzLuUW08_q4_b,"I would compare mean sizes, standard deviations and the amount caught to determine which is better.",q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3R2hJ2cPFTQnfrc_q4_b,Using an average from the amount of fish caught and the size of the fish,q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3R2hJ2cPFTQnfrc_q2_a,"Yes to calculate for statistics for evidence if she has a ""good ear for music""",q2_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3q9SH8FjGNHU4r2_q4_b,"Average the size of all the fish caught by either Mark or Dan, respectively, and compare them. Wichever is larger represents who the better fisherman is",q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3PHP2nBKALpbmX7_q2_b,"As the notes are played, whether Carla is correct or incorrect could be recorded.  The proportion of correct to incorrect responses could be compared to the existing proportion statistic.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3LbaqxVILA3dyOi_q2_b,"I believe that each student should hear each of the seven notes 10 different times randomly, and if the student can get the correct note 8 out of 10 times, then they have a good ear for music.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3KZMO16R6JknU0E_q4_b,You would want to record the weight and length of each fish for each boy seperatly.  / Then add up the mean length and the mean weight of the fish for each boy. This would show who over all averaged better on the fishing trip. You could also find the Standard deviations to see if one of them just got lucky one time.,q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3KZMO16R6JknU0E_q2_b,You would play multiple notes that only good ears for music can detect. If she detects more than half of them then it would be assumed she has a good ear for music. This could be conducted by intermixing notes that only good ears can find and notes that most people can find so it adds to the study. Preform this on mutiple people if you want to see how consitent your findings are.,q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3KAqMZMVdmLMd6q_q4_b,You would take the lengths of all the fish that each brother caught and come up with the mean length. The brother with the larger mean would be considered the better fisherman.,q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3Jr8e0DIeLtMX2A_q2_b,I would have a predetermined list of notes that would be played and have a recorder stand with the correct answers and keep track of what Carla says and whether or not her answers were correct. After the data was collected I would calculate the percentage of time that Carla was able to correctly identify the music notes.,q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3j8NCgfokq2Z97X_q4_b,"I would compare the known sizes of the Walleye fishes from the different locations that the brothers fished at. I would then individually compare Mark's fish size to the known fish size of that area, and do the same with dans. I would then determine the averages and then finally compare them to each other to determine who the better fisherman is.",q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3j8NCgfokq2Z97X_q4_a,yes because many factors are involved such as location and the other factors listed above that make this more of a complex scenario,q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3j8NCgfokq2Z97X_q2_b,"I would have a sample size of a large number of trails in which the student was played a random note, each having an even number of plays, and if she were to get it right or wrong it would be marked and graphed to show the percentage of correct note identification.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3dYurRTniIE1iIx_q2_b,"I would start by having a large sample size.  Then I would continue to do it multiple times.  After I would figure out if the proportion was consistently over one seventh of the time.  If so, then I would determine that she has a good ear for music /",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_3DoVeFLGpXKWwb3_q4_a,Statistical inference should be used because the data is going to based on the events of each fisher and also given numerical values based off the fish they catch.,q4_a,1.0,1.0,,1.0,3,1,0,3,0,1,1,1
R_33ds5XLB3ptgD0u_q2_b,You would test multiple students and tally all of the amounts of times where the student recognized the correct note out of the total number of notes that were asked to identify and then find the mean amount of notes that were identifiable by students and above that mean amount would be a student with a good ear and lower than that amount could be a student with a bad musical ear.,q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_31KRIyDEf8o9k27_q4_a,"Yes, this will show who catches the bigger fish but it doesn't take into account who catches more.",q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2zopTvp2rALhXHA_q4_b,I would use summary statistics to determine which brother is the better fisherman. I would fill in all the data lists from the two brothers and then compute the 1-var statistics to see who has the better average  larger Walleye.,q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2zopTvp2rALhXHA_q4_a,Yes it can be used to compare the results of the brothers.,q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2zopTvp2rALhXHA_q2_b,You can record the number of times she gets the note correct out of all the times and come up with a probability statistic.,q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2zoLG9aI1FBHT1K_q3_a,"Yes, it should be used. It should be used because you must find the number of bad screens and make it into a percent to see if they will have more than 5% bad to reject them.",q3_a,1.0,,1.0,1.0,3,1,0,3,0,1,0,1
R_2zoLG9aI1FBHT1K_q2_b,"You would have to give her a series of tests with difference notes. It would have to be a trail of more than just 7 notes and guessing. Then using probability, determine the odds that she would get the note correct and compare those with her results. If her results are way higher than the probability, she may have a good ear for music.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2YbapoGMkqpTrMY_q2_b,"In order to determine this, one would play various musical notes and keep track of how many times the student guessed the note correctly. This would determine the percentage of the student accurately guessing the musical note.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2xwNWSQ3eJMsqcw_q4_b,"You would find out who is the better fisherman by taking the length of every fish that the brothers caught and have two seperate histograms. After you make the two histograms, you would find the average length of the Walleye that the two caught. This way the person who caught the larger fish would have a larger mean. The person with the largest mean would be the better fisherman.",q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2xwNWSQ3eJMsqcw_q2_b,"A possible way of telling if Carla has a good ear for music would be to see how many notes she gets right when she is being tested. You could compare her score to the rest of the class in the form of a histogram. Depending on where she lands on the histogram and what the five number summary or mean and standard deviation showed, she could have a good ear for music in terms of statistics.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2XasEcUnU3o3pPd_q4_b,I guess who ever has the highest size average over the course of these days should be declared the better fisherman. So we will look at their averages over each day and compare them. Also we will compare the total averages and determine who catches larger fish overall.,q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2wt0UpD6NsIUS3q_q4_b,"To prove the hypothesis, each brother will have to count the amount of fish they caught and the size of them, then average it together and compare with one another.",q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2wt0UpD6NsIUS3q_q4_a,Yes statistical inference should be used because you can make a hypothesis and guess which brother will when.,q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2wt0UpD6NsIUS3q_q2_b,"I would play a certain amount of notes and find the average amount Carla got correct. If the mean was greater than 75 percent, I would say she has a good ear for music.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2wt0UpD6NsIUS3q_q2_a,Yes statistical inference should be used to determine if Carla has a good ear because it is based on a random sampling.,q2_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2wBSrzMDz86nZtv_q4_a,A statistical inference should be used to determine whether Mark or Dan is a better Walleye fisherman. This is can done by standardizing each variable.,q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2vizuByAiaPctAn_q4_b,You would get the data for the amount of fish caught and their average size in a period of time,q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2vbTg1qoQsJUy7u_q2_b,"You would do the test of playing all seven notes in different patterns for mutiple sets. For each different set you would give the outcome correct out of 7. For example, she got 5 notes of the 7 notes in this particular set correct so you would graph a 5 on a histogram graph for set 1. You would repeat this for each set achieved. The larger the set, the more you will be to the true median, and stray away from deviations that thus later the final answer we are looking for. By doing all this, we can see Carlas accruacy with selecting the correct note with the key sound and we can determine if Carla truly does have a good ear for music.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2V3YhpI3n1cUP3F_q2_b,"I would test just the one student, Carla, with the note identification process listed above and record the results of each note being given, and do the test at least 3 times to be accurate.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2tfdcoXKavvGpsx_q4_a,Statistical inference should be used because it allows for us to make good decisions about the world so knowing who is the better fisherman can effect the sea food market.,q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2RXutsynoYrAHJ0_q2_b,"Have Carla name which music note was played on the piano. Record whether she was correct or not correct. Run this test seven times. Compare the results. Divide the number of correct answers by the total number of tests (7) to give you the percentage of times that Carla was able to correctly identify the music note in this test. Evaluate the percentage. Higher percentage means that Carla is more likely to have a ""good ear for music"" and a lower percentage would give the interoperation that Carla is less likely to have a ""good ear for music.""",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2rBChiNigJQtsZY_q2_b,You can collect the amount of times she listened to the note and got it correct.,q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2R1G4OLDf7yvkdj_q2_a,I believe that inference could be used in this situation because there is a clear form of measurement for determining if Carla has a good ear for music (the note identification test).,q2_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2QgjUFPwqc5IODg_q4_b,just calculate the mean length for both mark and Dan  / also find the standard deviation for both and then compare the two,q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2QgjUFPwqc5IODg_q2_b,she would have a good ear for music if she was to get 85% of the notes right,q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2Pe9I3Rxhndc7pQ_q4_a,yes you should use statistical inference to make sure the observed group and number of trials are large enough.,q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2Pe9I3Rxhndc7pQ_q2_b,One should test each student up to 15 times using at least 100 students. They should then take the average of how many times they got the note correct and then compare.,q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2f8Pg8FnM3c25x6_q4_a,Yes statistical inference should be used because all the conditions are met.,q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2f8Pg8FnM3c25x6_q3_a,No because it is unsure how much of a profit they make per bulk order.,q3_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2f8Pg8FnM3c25x6_q2_a,Yes because all the conditions are met.,q2_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2dJQZcGJNCDdWP1_q2_b,"I would play a random note 100 times so we have a large random sample. For every note they guess correctly, I would put a check mark in the ""yes"" column. For every note they guess wrong, I would put a check mark in the ""no"" column. I would then make a histogram to show how many times they guessed correctly or incorrectly. If the bar in the yes column is higher, it could be determined that she has a ""good ear for music.""",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2CT8XFj0uvnwcrC_q4_b,"How you could determine who is the better fisherman is by averaging up all of the fish sizes that each caught by finding out the total length of the fish, and dividing it by the amount of fish they caught. This could simply evaluate who on average caught the largest fish, but the amount of fish could play a factor in the value, so they would have to stop at a certain number of fish.",q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2CT8XFj0uvnwcrC_q2_b," They could test how many times she guesses correctly over the times she guesses incorrectly. This could be done for many kids in order to determine an average, and then you could compare data in order to see if she does have a good ear for music.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2CjsCZiomZQ4mfj_q4_b,"each fisherman catch 30 walleye, compare means and std. deviations and see of they are statistically significant /",q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2CjsCZiomZQ4mfj_q3_a,No you shouldn't use statistical analysis,q3_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2CjsCZiomZQ4mfj_q2_b,"If her scored were significantly above the mean of other students scores, then you could conclude that she has a good ear for music",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2Bsdca66eX1sB7s_q4_b,You can either run an independence X^2 test or any of the three association tests to further understand and analyze the data that would be provided from the fishing trips.,q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2Bsdca66eX1sB7s_q4_a,"Yes, you can use various tests to compare and determine whether Mark or Dan is the better Walleye fisherman.",q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2BnyWHnX6siji9f_q2_b,"You would first sort the students into two groups, those students who could effectively identify 50 percent of the notes and those students who could not. You would test the students who could hear above 50 percent of the notes again and then the students who could then name 65 percent or a majority of the notes, can be the students that ""have a good ear for music"".",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2b1uYLiJtEkFfG2_q4_a,"Yes, because since this is a sport of skill, then the more someone catches the higher skill set people have. That is why statistical inference should determine who is better between Mark or Dan.",q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_2b1uYLiJtEkFfG2_q2_b,You can figure it out by gaining a percentage of wether the student got the notes right verse wrong. This can be like a grading scale based off of the score the student receives.,q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_26hH6uqf7gTjclL_q2_b,"If I were to determine if Carla had a good ear for music, I would have the teacher play the notes and ask her which note she played. I would write down which ones she got write and which ones she got wrong. I would have the notes played at least 3 times in different orders, ending up with 21 notes played. I would take the ones she got correct and divide it by 21. If she got at least 17 of the notes correct then I would say she had a good ear for music. Otherwise I could just observe her in a music class and deem her performance good or bad concerning her ""good ear for music.""",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_26gpxE1m7xovdaA_q2_b,"To test if the student has a good ear for music the student should be able to identify at least 5 of the 7 notes when they are played. To test this the music teacher should randomly play 10 different keys making sure to play at least 1 of each note. This way Carla can be tested on all 7 notes but not be able to use the process of elimination to determine which note is being played. If she can identify 5 of the 7 notes than she is determined to have a ""good ear for music"".",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_25vHf0jCzvDqusw_q4_b,Add up the length of each fish they caught and divide my the total number of fish.  whoever has the largest average should be the better fisherman.,q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_25vHf0jCzvDqusw_q4_a,I think we could because there is a lot of data we can compare.,q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_25vHf0jCzvDqusw_q2_b,"Play a series of notes, so that each note is played more than once.  Record what note was actually played and what note the student thought was played.  Compare how many they got right and how many they got wrong. if they got more right than wrong then they probably have a good ear for music.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_22YwZfKEz4dkvsz_q4_b,Make them use the same equipment on the same boat at the same time and location therefore minimizing the independent variables. then you will make  a stat plot of the fish they caught each and find the average size to determine which is the best. /,q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_22VbknHbB1YFg9f_q4_b,I would take the amount of fish that each cought and the lengnth of the fish and compare them fish to fish. Then an average can be calculated of the amount of fish and the length of fish that were cought each day. The brother with the largest average weight of fish will be determined to be the best walleye fisherman.,q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_22VbknHbB1YFg9f_q4_a,"yes, we have quantitative variables to use when making a prediction.",q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_22VbknHbB1YFg9f_q2_b,"I would randomly select 10 students half male and half female.  I would give them 100 notes randomly played on the piano using to 7 notes A - G.  I would first play the seven notes so the students could identify each one individualy and then give them the 100 random note test.  i would then score them on the 90%, 80%, 70%, 60% scale with 70 and greater being good and less than 70 beening poor.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_1OjgYWnvatXH0dX_q4_a,Yes. Because they have a similar situation for fishing now the only outside factor is their skill.,q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_1Lh7s2sFTTP9a2x_q2_a,Yes,q2_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_1IT144gTqeDU5gk_q4_b,First I would make sure they both were fishing for the same amount of set time. Then would average up the lengths of all the fish that they caught to determine their average lengths per day. In order for the results to be as accurate as possible they would need to repeat this trial several more times. Once all the data is gathered I would sum up all the data and average it for the final result. The fisherman with the higher average would win.,q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_1IT144gTqeDU5gk_q2_b,"Using the method of note identification I would conduct a test involving several different students repeating this test many times within the same circumstances. I would clearly define what a ""good ear for music"" was. For example a student could be said to have a ""good ear for music"" if they identify the correct note 75/100 times. In order for this measurement to be accurate the data would have to be very closely monitored to ensure that the data was in no way skewed by an outside factor not noted in the study.",q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_1il0wcVOEolLudb_q4_a,Yes because they want to see who is the better fisherman. Foe example who can catch the most fish.,q4_a,,1.0,1.0,1.0,3,1,0,3,0,1,1,1
R_1HeIWMAVfNldGx0_q4_b,"If we had the data from the fishing trip we could calculate the average size of each fish and how many fishes were caught by each brother. From there the highest average would at least from the surface, tell us who the better fisherman was.",q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_1HeIWMAVfNldGx0_q4_a,"It should be used simply because there is recorded data from their trip on how many fish they caught and the sizes of them, being able to catch more or larger Walleye will determine the better fisherman.",q4_a,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_1H8KpFjUv9xh1Qb_q4_b,"Assuming that the one who on average catches the larger fish is the better fisherman, first they must measure each fish that they catch and and find the average. Whoever has the higher average is the better fisherman.",q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_1H8KpFjUv9xh1Qb_q2_b,First you must conduct a test with all of the students in the class for how many times they got the note correct and assume that the class in a simple random sample and that it has no outliers. Then use the information gained from the class to calculate the population mean and see whether the student got more notes correct than the population mean.,q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_1g60BgF2aUfqfTB_q4_b,"To determine the best Walleye fisherman, I would give both men 30 minutes of fishing during each day of their 2-week trip. At the end of each 30 minute trial, I would measure the size of the largest fish that each man caught. At the end of the 2-week trip, I would add up Marks largest fish from each day and divide by 14 in order to find the mean size of fish he was able to catch. Then, I would do the same for Dan's fish. Whichever mean was bigger represents who was able to catch the mean biggest fish and is therefore the best Walleye fisherman.",q4_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
R_1F8K5YVgEN1RRaK_q2_b,I would determine this by the amount of played notes the student get correct or not,q2_b,1.0,,1.0,1.0,3,1,0,3,0,1,1,1
